-1.434752561949887095e+00,-1.594747783918526007e+00,-1.424394009764885061e+00,-1.322886827590191272e+00,-1.320025590813861616e+00,-1.286338245100083322e+00,-1.324490253427064612e+00,-1.208627764962747042e+00,-1.072237246520713061e+00,-1.048520117285293374e+00,-9.907814367568122949e-01,-9.287893754098980326e-01,-8.318541128415248842e-01,-7.369002801733455232e-01,-7.129847192781053611e-01,-6.614751243307721573e-01,-5.923462312290438403e-01,-5.635366354271553746e-01,-5.394036205485658320e-01,-5.132753677544331650e-01,-5.378235778364776065e-01,-5.361774749883079227e-01,-4.635449372304701887e-01,-4.587815857654448104e-01,-4.308704209896736526e-01,-3.181918446561608493e-01,-2.614465744201024400e-01,-2.015894477191938483e-01,-1.762732796088307685e-01,-2.093875885475577903e-01,-1.741489573310759376e-01,-1.641100821075900107e-01,-1.751888047250900471e-01,-1.563942293144979789e-01,-1.767178902622696668e-01,-1.881905485091435182e-01,-2.633078323229415818e-01,-4.318130670713699604e-01,-5.197105437266943406e-01,-5.123761538837050544e-01,-4.974114227261881016e-01,-5.681402553474232953e-01,-7.815911378543549670e-01,-9.834565665926811029e-01,-1.058863692758506225e+00,-1.160208919552398132e+00,-1.267073256666532366e+00,-1.327923611887864341e+00,-1.623845879818682780e+00,-1.924352365409545795e+00,-2.086856454037006259e+00
-1.397089789356509737e+00,-1.502363677945894649e+00,-1.327941766021428327e+00,-1.275226307189392116e+00,-1.237228706003432155e+00,-1.165433273813810677e+00,-1.227468410364534135e+00,-1.117750614029508593e+00,-9.773956089454725049e-01,-9.866543782072845215e-01,-9.578009157621317771e-01,-8.739881186840471328e-01,-7.934692691123493846e-01,-7.713711849617127525e-01,-7.224485375321730851e-01,-5.958308750737369985e-01,-5.203195220854800462e-01,-4.898312863791480232e-01,-4.449682163999172380e-01,-3.922838141364495823e-01,-4.199300741575764939e-01,-4.539405165766114414e-01,-3.536062375593258533e-01,-3.371832886698074572e-01,-4.042409523619671652e-01,-3.830215559257665880e-01,-3.397817420940146826e-01,-2.030388126601422316e-01,-1.026181429608698376e-01,-1.807124922733361339e-01,-2.317386172439953596e-01,-2.548270640401910092e-01,-2.596466235174155757e-01,-2.413234042465229046e-01,-2.622912392094592926e-01,-2.081781570165041617e-01,-1.969765758464103733e-01,-3.122475929341385625e-01,-3.645205757870685903e-01,-4.024677836730308211e-01,-4.632569729058504948e-01,-4.757716255294148211e-01,-5.621177173745788291e-01,-7.446024045706995942e-01,-8.871232791555204722e-01,-1.030063423185317628e+00,-1.141045264434501716e+00,-1.182746054856199658e+00,-1.437421791320062425e+00,-1.685570304886693238e+00,-1.768084801479265833e+00
-1.354151508458963038e+00,-1.382677377398967344e+00,-1.191482285718668654e+00,-1.119610572442319096e+00,-1.029451402454927722e+00,-9.239899835307591180e-01,-9.698209724066348958e-01,-9.235114412638525394e-01,-8.445655929448985244e-01,-7.933909846705274882e-01,-7.249560847897325022e-01,-6.463863379214593863e-01,-5.415626675882567742e-01,-5.317021325264703613e-01,-5.009395439341030043e-01,-3.996220748652650756e-01,-3.705715749103519752e-01,-3.208517911236619113e-01,-2.857004200829850182e-01,-2.901904509846277014e-01,-2.716527881541125899e-01,-2.267746737404905122e-01,-1.092210002006437919e-01,-1.035205845034508215e-01,-1.931575318671278629e-01,-1.643950977071805541e-01,-8.895917656986405964e-02,2.423251496751767028e-02,6.180866084850450415e-02,-3.340670112702857908e-02,-8.662784036215327721e-02,-1.554911560824198125e-01,-1.837393342370768623e-01,-1.394667873019709015e-01,-1.404965178425882644e-01,-9.361593691369898829e-02,-1.165998096091690750e-01,-2.378531250498967797e-01,-2.355622732563603661e-01,-2.586329862380797318e-01,-4.071320608700055299e-01,-4.828032169129103934e-01,-4.975509213418820575e-01,-6.071884485361535022e-01,-7.351790900839555443e-01,-8.142080800889405223e-01,-9.135306056240469763e-01,-1.003775468409271010e+00,-1.213416692844828892e+00,-1.492723904682403901e+00,-1.703411785837834813e+00
-1.235039039331683686e+00,-1.272733503196999960e+00,-1.095603612231270674e+00,-9.923472877787433699e-01,-9.284718814636065964e-01,-8.467963843722331463e-01,-7.990399534483446642e-01,-7.347318492470505946e-01,-7.020912548342645998e-01,-5.814705978483860616e-01,-5.189729243107371603e-01,-5.713679067066516071e-01,-4.817916985027945742e-01,-3.825789389997767964e-01,-2.744961147714937155e-01,-1.537924844976477912e-01,-1.550527073878658346e-01,-1.179675356823624288e-01,-1.299473888050524384e-01,-2.010232427798146759e-01,-1.492067125239421033e-01,-7.219216822656712718e-02,4.894702406408655768e-03,1.256626174295788663e-02,-3.322428953328476764e-02,1.874443304485688688e-02,7.792080732764661288e-02,1.149258348416669906e-01,1.162642569890549593e-01,1.177476309314930691e-01,1.532192952091777083e-01,5.556891756280784439e-02,-2.678747510733526724e-02,3.080469328446448166e-03,-3.265449177806791989e-03,1.067473043506633919e-02,-3.510725059368375450e-02,-1.373373022946225430e-01,-1.403766523185643045e-01,-1.691237521973807945e-01,-3.110226097129100697e-01,-4.423768602633629810e-01,-4.559375973230590517e-01,-4.673474177027711618e-01,-5.453115650650012247e-01,-6.174393758013807521e-01,-7.675683768860963596e-01,-9.214429877240968292e-01,-1.069738540042662667e+00,-1.317570622627011412e+00,-1.577506282947125582e+00
-1.121678049246090048e+00,-1.122928565174647231e+00,-9.523128383130299301e-01,-8.610187950479797347e-01,-8.570098547300462055e-01,-8.318834438330386938e-01,-7.434459044550230100e-01,-6.272757294602264722e-01,-5.942175251291033078e-01,-4.575993751258112807e-01,-4.008698334669741903e-01,-4.986498854012355597e-01,-4.065397525696254899e-01,-2.911264844767092463e-01,-1.918797731286990826e-01,-4.931984420511652950e-02,-3.547725136568687793e-02,-3.990938378909426182e-02,-7.518451326334348039e-02,-9.921040102055146692e-02,-1.422803663464659515e-02,1.007704564567437136e-02,3.936727916148895917e-02,8.291451257943430186e-02,6.649820842063032533e-02,9.042773553587400703e-02,1.279881381879943714e-01,1.577470483310871308e-01,1.534308357987166915e-01,1.611202345089521037e-01,2.028312248517788463e-01,1.293853233423040150e-01,7.689518621855995217e-02,1.037885585579136904e-01,7.404060724999481091e-02,4.475062509849133535e-02,1.368183485743398875e-02,-3.523492250176004943e-03,-3.460161385883667173e-02,-1.118593309754060683e-01,-1.555964145840776913e-01,-2.427858430001995915e-01,-2.883060770197113931e-01,-2.570611743177307895e-01,-3.318230048407589949e-01,-4.857106074564115361e-01,-7.032745378256566315e-01,-8.838516303743276792e-01,-1.015180551435455270e+00,-1.227909841398613144e+00,-1.453763608015367970e+00
-1.023867190804280236e+00,-1.024101896588404781e+00,-8.722946039155048403e-01,-7.660295077614138748e-01,-6.997262661534068284e-01,-6.862679783779804810e-01,-6.913062071177552559e-01,-5.856781128987725848e-01,-5.245740267672015511e-01,-4.281993008560525116e-01,-3.695643013024580981e-01,-3.783446579058412085e-01,-2.325544219120005140e-01,-1.782306107134062068e-01,-1.818854665154382988e-01,-3.796344161089000580e-02,2.548787631362175315e-02,-2.041486322331613479e-02,-8.141368160662798559e-02,-4.831374273903393107e-02,5.304206108403353853e-02,5.971921167987234019e-02,1.078798660941169968e-01,1.768297027469901417e-01,1.639438319519925802e-01,1.750105299720993157e-01,2.106494370909939573e-01,2.546136010349878132e-01,2.312545620875434971e-01,1.696647305040027420e-01,1.635533543558581049e-01,1.251106557447549672e-01,1.188416798630857474e-01,1.501035101831420249e-01,1.320291814698613675e-01,8.979348805657692834e-02,3.894141620615265698e-02,7.063991615983097883e-02,4.913886389227473117e-02,-5.538417625222291640e-02,-2.858207941092651833e-02,-6.045043526803663136e-02,-1.428966188650869495e-01,-1.251429193160216724e-01,-1.942993024663524082e-01,-3.626083610986075012e-01,-5.883815928809250639e-01,-7.986934221256070110e-01,-9.650986390786502334e-01,-1.143576866331815323e+00,-1.333300757684751314e+00
-9.717985453155334463e-01,-1.031995485695912818e+00,-9.232794428515334051e-01,-8.267433833210464655e-01,-6.802931809917336370e-01,-6.028770175621928074e-01,-6.325422357226112569e-01,-5.285257906062873490e-01,-4.721006341135369766e-01,-4.437119403373592230e-01,-3.885045144713642484e-01,-3.465400377484011973e-01,-2.165911028171680630e-01,-1.935461750493782662e-01,-1.852051765342902223e-01,-1.445555895943401994e-03,9.386491425868050131e-02,5.087836198074899979e-02,1.034247640173750066e-02,4.715768051079412271e-02,1.114880806546186820e-01,1.387129700878034777e-01,2.144873460794753106e-01,2.557758930236184725e-01,2.467196827882393861e-01,2.473011503068299199e-01,2.060641345959125514e-01,2.259810476130097445e-01,2.735653247426589330e-01,2.813566817930746033e-01,2.705160102580497217e-01,1.779103964971901486e-01,1.159995488224568327e-01,1.100433591660570504e-01,1.170922276128791711e-01,1.452777786611813837e-01,1.158995814062202950e-01,1.307071865234266106e-01,1.161406247835441302e-01,1.680880048137206595e-02,3.522593768154654026e-02,1.306714204509086888e-02,-6.811479868388899128e-02,-8.580423286570934560e-02,-1.787989559268111373e-01,-3.160657245098303370e-01,-5.054379303648988131e-01,-7.502956017303503700e-01,-9.532453959665013743e-01,-1.051395163812221867e+00,-1.139722276260864975e+00
-1.024149525874033628e+00,-1.002490219174614117e+00,-8.753301979941294775e-01,-8.653818005682700765e-01,-7.916215591933730700e-01,-6.786700922470046971e-01,-6.080545385742076592e-01,-4.650239954257637809e-01,-4.473736010886539827e-01,-4.345418139843340577e-01,-3.248871103316531284e-01,-2.729370546937031627e-01,-2.303138977076088223e-01,-2.291707550065826549e-01,-1.498598673341224319e-01,4.340922552329955220e-02,1.059857729225141404e-01,1.107729307007012387e-01,1.555035956396288999e-01,1.861650419868400019e-01,2.065637210503865617e-01,2.574196136733558071e-01,3.326737944255678259e-01,3.380490135747803992e-01,3.541764667749034978e-01,3.445221645046233072e-01,2.050221329570325046e-01,1.740378127411526255e-01,2.787519745319109177e-01,3.793592199614167493e-01,3.878690546251575832e-01,2.492338322276822504e-01,1.857429861306151841e-01,1.875175302824671486e-01,1.622808921896537748e-01,2.176911764742101019e-01,2.304325985077702865e-01,1.950689671653269008e-01,1.589169381226282762e-01,1.020046145777511737e-01,1.108785326800496712e-01,7.838194145417737291e-02,1.501111725662160855e-02,-5.064520917188544691e-02,-2.248818170977540942e-01,-3.733784559824201432e-01,-4.951423369003900010e-01,-6.855707906766814741e-01,-9.096825970905044745e-01,-1.033502393631094529e+00,-1.072978627841072452e+00
-1.078573171275125420e+00,-9.371468114664917026e-01,-7.618636559132578867e-01,-7.991571759506346240e-01,-8.176255792472487682e-01,-7.472247967510494693e-01,-6.479709117594836254e-01,-4.992723428988075085e-01,-4.674841112834776102e-01,-4.150050430457053463e-01,-2.920118308391576045e-01,-2.410557432953226997e-01,-2.129761492171386716e-01,-2.003273040675656314e-01,-8.417948682572946872e-02,7.877070329631608026e-02,9.824727316747031147e-02,1.251592502180446653e-01,1.777110541474911931e-01,1.845541775080078994e-01,2.337552382629549397e-01,3.377543238381083834e-01,4.009108539182523745e-01,3.645750132524561704e-01,3.714083202223220082e-01,3.698381941769171566e-01,2.381687029329584149e-01,1.899032374243603272e-01,2.583226883980831445e-01,3.575071815434652800e-01,3.780541161508474413e-01,2.415504470371278023e-01,2.260338733238068942e-01,2.731753043735792863e-01,1.960211082625483991e-01,1.935550738825040085e-01,2.101184791580571476e-01,1.691581511646524649e-01,1.501492783409573151e-01,1.392809907878423403e-01,1.449552015050139531e-01,1.119776613371329665e-01,6.425460718899357604e-02,-2.054116343669533037e-02,-2.080065312935623634e-01,-3.537809437624517273e-01,-4.403537684038482669e-01,-5.348541144011821347e-01,-7.119924019741639132e-01,-9.115272756654936304e-01,-9.984118009100275692e-01
-1.089171569720793542e+00,-9.175858119683708569e-01,-7.268407237698286671e-01,-7.432584891324410803e-01,-7.599818992114723004e-01,-7.202786486185948078e-01,-6.881219329750566382e-01,-5.905207100872430503e-01,-4.939690473772299084e-01,-4.010426906648226764e-01,-3.440730006572630395e-01,-2.869045144715570705e-01,-1.824303199969187217e-01,-1.359440594971553784e-01,-3.830254020542867011e-02,6.661084855310878128e-02,5.308813313170858417e-02,6.464720080200561658e-02,5.974051295647115484e-02,5.093956146120293127e-02,1.635719515678241698e-01,3.119018724996756586e-01,3.795874607151761837e-01,3.304686678349755269e-01,3.082872328871244516e-01,3.186723701933491526e-01,2.427663370755019923e-01,2.203264038124835289e-01,2.825934438105477398e-01,3.653084450318894727e-01,3.708145889979231336e-01,2.274073867656716263e-01,1.915683839710604630e-01,2.374242106575943090e-01,1.823519312597363939e-01,1.703259697518101912e-01,1.850417155257004787e-01,1.977807742543191416e-01,2.301274077983182786e-01,1.847538769730160957e-01,1.219071993546374244e-01,1.060046825445826874e-01,8.300774463094375000e-02,-1.828906479593034665e-02,-1.491542122913225576e-01,-2.491391036640706325e-01,-3.922850829557150143e-01,-4.856086803084551651e-01,-5.609085995173778150e-01,-7.294181335216737283e-01,-8.809928294676862004e-01
