-9.009900201521525709e-01,-4.977501464590178837e-01,-3.992461123715378979e-01,-8.784561852245763303e-02,-3.911570167306262225e-02,2.687443317503634965e-01,1.854176450309673319e-01,3.084963359462057908e-01,3.353532618076902616e-01,3.935000626389146272e-01,3.510435679663533315e-01,4.783727156791198198e-01,2.100777496111316534e-01,2.923980214946035883e-01,2.342456821425762670e-01,1.913627463124954187e-01,1.368100607285762937e-01,-5.397589543840934645e-02,-4.786041586817239846e-02,3.066227816035467860e-02,-8.491729557701206341e-03,1.261040529245095465e-01,3.009977039683169320e-01,2.645314196071836821e-01,1.691549429346148881e-01,2.756065484888587935e-01,4.403072264157947280e-01,5.572578243252999108e-01,7.375970593685048371e-01,8.308018875102836098e-01,1.074694446682386673e+00,1.046686157441985010e+00,1.209119511675135872e+00,1.142651921453213593e+00,1.036677386625075359e+00,8.036685605189882731e-01,9.338262550209506241e-01,8.476061665842582471e-01,1.092928944115829637e+00,1.179651760166188890e+00,1.433643524783258627e+00,1.456446604975630388e+00
-9.686021790935420706e-01,-5.644732833760979229e-01,-5.013515952859887159e-01,-1.478918708435589535e-01,-1.205214364702427154e-01,1.172002883303362025e-01,6.945224819321237086e-02,3.016519747352313097e-01,2.951252907083365962e-01,3.795651306789786239e-01,3.510992640087258754e-01,4.303133334708414970e-01,3.460345453858832965e-01,4.778162920643826417e-01,3.370455537284657854e-01,2.897644704498614221e-01,1.849705958009169315e-01,1.301043765266324259e-01,1.540493882579451190e-01,1.461060859054721661e-01,9.688261396660431679e-02,1.572664707721754818e-01,9.353441815262360237e-02,-8.589518370075395481e-02,-4.701945424449605060e-02,1.103225199265406159e-01,2.547050850072202777e-01,3.711602650263953751e-01,6.511227851543992529e-01,7.862683458435013595e-01,1.004232989398917697e+00,1.082889621864230101e+00,1.217882104840730451e+00,1.066015793444571980e+00,1.089907091793753002e+00,8.574316102986367927e-01,8.763912944221499135e-01,7.213615610743151496e-01,8.522880748543941731e-01,8.876779153490429453e-01,1.213729660337391270e+00,1.226748284268038391e+00
-9.394892221031390100e-01,-4.961552559675996288e-01,-3.883174638573229087e-01,-7.600949294043767013e-02,-1.443937166752679198e-02,1.927564059609221669e-01,1.415178023649877048e-01,3.368679712943913884e-01,2.928428080639138842e-01,4.308761892838748331e-01,3.732999622872938406e-01,4.116689766701648878e-01,3.579611515829157486e-01,4.654325695373704441e-01,3.820953274562927660e-01,4.046005849820979439e-01,3.751107476287645626e-01,3.920087600791754556e-01,2.961616333208864082e-01,1.780120088266874678e-01,3.301525453036157493e-02,7.407514963348323100e-02,7.176277755896585953e-02,-1.068224975841558927e-01,-1.394903803046301516e-01,-5.457257010060023728e-02,9.293481860746673207e-02,2.208169650616811641e-01,5.685434553403871938e-01,6.951096878465762297e-01,9.572094499416246016e-01,1.177571685646861654e+00,1.328767363605290575e+00,1.150782782919471670e+00,1.192930467368251257e+00,8.755815510432337634e-01,7.622875855216616481e-01,7.365499280664773440e-01,8.801338721578109148e-01,7.679380821465455753e-01,1.026446924854417464e+00,1.124512153618600685e+00
-8.624416938374924735e-01,-4.751604689224560585e-01,-4.691779707405507316e-01,-2.069674686539953179e-01,-6.635947125326117912e-02,1.218378068522240898e-01,1.824301939891559421e-01,4.065223367016947420e-01,3.399869882473049998e-01,4.294521083305297693e-01,2.811715366152143236e-01,3.789570927352337582e-01,4.061620195057906169e-01,5.622714026749285887e-01,5.355518608245471990e-01,5.323237915123666397e-01,5.411791599577737699e-01,6.084595661044363002e-01,4.921400518164213422e-01,2.852651806867096962e-01,3.863981076491170008e-02,4.847349402615533376e-02,1.184985365394277956e-01,2.231126637530552251e-02,-9.046031709033304502e-02,-1.536931498872478874e-01,-1.166405343694624230e-01,-4.160068281591991317e-03,4.072591903656919698e-01,6.187541286168245502e-01,9.499433217575596888e-01,1.136927424616208882e+00,1.308197772417471372e+00,1.190556496783432561e+00,1.182250091325110386e+00,9.144835200207028780e-01,8.072879209352025187e-01,7.263741764826001646e-01,8.016116277868219342e-01,6.420108951206363601e-01,7.883351856653519896e-01,8.981157635266568962e-01
-9.891128904145161105e-01,-6.056854167962137936e-01,-5.382122972051224252e-01,-3.233735743332780133e-01,-2.452888148878192287e-01,3.158836721629210316e-03,1.509873543276058494e-01,2.718799548923814258e-01,2.271799707245427957e-01,4.382926181319914405e-01,3.478884300862913892e-01,4.964250278773365554e-01,5.380683536056507510e-01,6.385489298660149693e-01,6.043698798978598408e-01,6.421370535690054115e-01,6.151322702293782196e-01,6.250642923899738523e-01,5.708375610070122175e-01,4.446999317071286817e-01,2.943158363671836697e-01,2.451277524061770408e-01,2.200767116815715851e-01,6.343306005841123363e-02,-1.706232651619522256e-01,-3.056257426205360450e-01,-2.789634645827029913e-01,-1.537122420809301782e-01,1.678681849816453520e-01,3.743798633112430108e-01,7.147336971169583331e-01,8.977805203951099156e-01,1.139679457757366121e+00,1.061424344100293959e+00,1.049875076805736329e+00,9.354193602556382103e-01,8.900087460842387443e-01,5.972510471651111263e-01,5.976178947044135104e-01,5.592165685581076406e-01,6.512842824894390370e-01,7.270979717696387512e-01
-1.016522447694297115e+00,-5.882973077745277113e-01,-4.848203845152437852e-01,-3.568282158018463712e-01,-3.502891345995718941e-01,1.463815439657994641e-02,1.502776950127423239e-01,2.085485833479172602e-01,2.633944040305080669e-01,5.388823603585906064e-01,3.530273289602647302e-01,3.299091235586605886e-01,3.200332482455260363e-01,4.855622582683478128e-01,6.476565757332157780e-01,8.698203931766729236e-01,8.748901552793453273e-01,8.392975658901532521e-01,7.548584970348628520e-01,6.766066106101789046e-01,5.859768918967376283e-01,5.088537142329118135e-01,4.790025232877162531e-01,2.633396448335393325e-01,8.075560053399485211e-03,-2.029149617047181775e-01,-3.444993068527655855e-01,-2.708441935047967708e-01,-1.228319552515337414e-02,1.860143348522085571e-01,4.423234331680692688e-01,6.133878662247097546e-01,9.095441059857024557e-01,8.616401492735198397e-01,9.111735327920156280e-01,8.483272268154645745e-01,8.663389559472173262e-01,6.349763494685763954e-01,6.813752491162645697e-01,6.619067632513858657e-01,7.294951537252046814e-01,5.504889390108406166e-01
-1.075071327209838223e+00,-6.744477780133225631e-01,-6.080979847637426605e-01,-3.813341345192111098e-01,-3.317277046153586650e-01,4.033462654716653967e-03,1.187476354091605707e-01,2.509520681640599049e-01,2.361544078360044707e-01,3.833163974886055203e-01,2.673342463848557560e-01,3.623166167338864319e-01,3.527327864318103856e-01,4.734171342556022233e-01,6.416216763347708518e-01,8.250838910418356598e-01,8.472992670142647231e-01,8.317037162871665501e-01,7.549637845167600503e-01,7.890885512259737666e-01,7.042225953091620916e-01,5.858393940900902264e-01,5.187235524767308537e-01,3.166693028387780884e-01,2.042083544458505040e-01,-1.110073223686469240e-01,-4.756912248849495262e-01,-5.009163697304337415e-01,-2.974434199154317726e-01,-2.139162480894825705e-02,3.461179715563098003e-01,5.491000793125586643e-01,7.762324587342056548e-01,7.661865716898865752e-01,9.361155690021414344e-01,8.506841812958640947e-01,8.685336504293316162e-01,8.112968839768226470e-01,8.625237512124699357e-01,6.446311485153934928e-01,7.287433407606990210e-01,4.838246932271759726e-01
-1.189380528568451556e+00,-7.941768145057024331e-01,-6.936166275949210425e-01,-4.694937319578331159e-01,-4.492756973113364860e-01,-9.335284234447312202e-02,2.985535602121177148e-02,1.527059543162081201e-01,8.275619218959570644e-02,2.204000192245527401e-01,2.146681935733771585e-01,3.667115562877096280e-01,3.156243291546484975e-01,4.798809222119660434e-01,6.529690828940534209e-01,7.443916817369107264e-01,7.966740260809374030e-01,8.449280355741072279e-01,7.888081988660108346e-01,8.313540201209593805e-01,7.077959950883393470e-01,6.078250619736151883e-01,5.316552233199812738e-01,3.932964191052636949e-01,2.889191874619549960e-01,-1.089094192931326921e-01,-4.371484586797463323e-01,-5.694501868776209452e-01,-4.912805434141781502e-01,-2.363546834387576234e-01,1.417677094572888929e-01,2.932175144433371017e-01,5.066023108889790016e-01,5.974963285416345915e-01,7.918798137255050884e-01,6.894289022267769962e-01,7.074086894001416770e-01,6.691272346828119888e-01,7.321668309451121459e-01,4.602302620075480188e-01,4.627369858494996269e-01,2.725640931812571832e-01
-1.122823451901437952e+00,-9.012292963049657324e-01,-7.612718946880475679e-01,-5.327651637987409483e-01,-4.699846833119249445e-01,-1.197320084207496721e-01,-7.670789583570926384e-02,7.567139004072045982e-02,1.010724114447783401e-01,1.780908666916962979e-01,8.541281125850173905e-02,2.146217463144053095e-01,2.070059533673852814e-01,4.133057209569111490e-01,4.991812795825661397e-01,5.923016836881173086e-01,7.410789016989505207e-01,8.626182740329906284e-01,7.977297645204282084e-01,7.871208583355038257e-01,7.313634584168726693e-01,7.204305487727231672e-01,6.502718392089812394e-01,5.395287077339420145e-01,3.618586348457741853e-01,-2.254680768508791552e-02,-2.738510891757008903e-01,-5.546062437094974040e-01,-5.614076450092372328e-01,-3.978845560818819460e-01,-1.244884338173234822e-01,1.604329648687189552e-02,3.509146752839249483e-01,4.840122058898921886e-01,6.026897606673999874e-01,5.685517811069435989e-01,6.222949939642449246e-01,5.026170490453965023e-01,6.400637176856381894e-01,5.553901822900014773e-01,4.803219308188943493e-01,3.078577561623079273e-01
-1.056144246873557346e+00,-8.259455543023898061e-01,-7.053792062546284658e-01,-5.079346708566065960e-01,-5.002414144234990090e-01,-3.170750459279106925e-01,-2.403864250251664669e-01,-8.335071667578174484e-03,1.091008551824197877e-02,9.470966009455041024e-02,9.172908475649872717e-02,2.123488174099765480e-01,1.014950253437340716e-01,1.945058521410764907e-01,2.927518096918833579e-01,5.371256767078411709e-01,6.722067947660536058e-01,7.649553726994532399e-01,7.311875310642481640e-01,7.317879294924634070e-01,7.458818931301924859e-01,7.388250985023676609e-01,6.556022376482679714e-01,5.083864504769924908e-01,3.553711505104739099e-01,1.867580428702882711e-01,3.956174333520600522e-02,-4.428727431623643573e-01,-7.950074422920347939e-01,-8.612227784829734611e-01,-5.519866730089668660e-01,-3.516997363712340841e-01,-1.592949618597079911e-02,1.447911884307555297e-01,3.283639742835995912e-01,3.804803118937980511e-01,4.624332983692642229e-01,3.529705820962603102e-01,4.620260213533835536e-01,3.870595330508734278e-01,3.222023878408217801e-01,3.077391399976054931e-01
