2.292717489148586030e-01,2.826126419215223007e-01,3.373452777592661489e-01,3.824735137933540918e-01,4.076383049182189522e-01,4.062797529269041030e-01,3.777443458894821360e-01,3.275677288559266098e-01,2.658032286933394439e-01,2.039688191448142118e-01,1.516818205143511955e-01,1.141490465837970147e-01,9.134162405917312100e-02,7.904000367503867530e-02,7.123638558574549307e-02,6.289908538487136436e-02,5.201875075186203345e-02,4.019280375611448963e-02,3.161825698070009488e-02,3.100339819516523265e-02,4.132025386030165059e-02,6.234466271450124497e-02,9.057110383553967914e-02,1.205023117871720922e-01,1.467445150161488798e-01,1.660196511138379571e-01,1.782603028443541515e-01,1.863497407671262374e-01,1.946375739693358697e-01,2.068643757580578557e-01,2.243620850695367819e-01,2.452720531826111661e-01,2.650989082708030686e-01,2.783755151668722561e-01,2.807747874730753823e-01,2.708413103824697243e-01,2.506848123214399093e-01,2.253974984643574431e-01,2.014497310778232131e-01,1.846849497849677446e-01,1.786384923756819953e-01,1.837240712848909052e-01,1.974608307879825719e-01,2.155179422164221481e-01,2.330938087691665217e-01,2.461130502853975943e-01,2.519020924894356805e-01,2.492890120440957591e-01,2.383241521283786801e-01,2.199236542810662498e-01,1.956665527639301627e-01,1.677853600698205605e-01,1.391955531017723680e-01,1.133248804970159590e-01,9.358348101425661980e-02,8.252674360795059227e-02,8.099677162169037492e-02,8.765434213270120734e-02,9.924249042706191626e-02,1.116568179936401062e-01,1.215362188283137523e-01,1.277907554963724213e-01,1.324008497638509141e-01
2.028709380827104225e-01,2.639390742494805986e-01,3.277289714669179288e-01,3.819565065695031403e-01,4.151378946511882773e-01,4.200104610297727414e-01,3.957286199884645361e-01,3.480510029023529683e-01,2.874444006324087808e-01,2.257782281782117484e-01,1.727842274934104916e-01,1.335174022340129552e-01,1.076529671862256760e-01,9.074763211107793326e-02,7.685722662189070631e-02,6.142092100552220407e-02,4.327597819884529406e-02,2.506284925061103008e-02,1.195084855665084003e-02,9.287120176059640228e-03,2.017947106813011357e-02,4.401263549275646197e-02,7.648515550296697274e-02,1.111184891402591246e-01,1.415941998750038233e-01,1.639585113535249605e-01,1.778155918993331031e-01,1.860661051110357178e-01,1.933485066771043481e-01,2.038585986181886689e-01,2.194510265052753428e-01,2.387824307460111872e-01,2.578114726043822524e-01,2.714167639292734413e-01,2.754574630931296841e-01,2.684530074607794359e-01,2.522436444674516776e-01,2.314202364800978240e-01,2.117954870346662466e-01,1.985324579871552420e-01,1.946229758124168041e-01,2.002093289859872005e-01,2.128727307698566606e-01,2.286385906759325348e-01,2.432254592483337197e-01,2.530667427379893475e-01,2.558316580318215627e-01,2.504502039108510436e-01,2.368660594520962392e-01,2.158021857306325342e-01,1.887132454211493116e-01,1.578919902619971005e-01,1.265172469763538587e-01,9.838810405257240876e-02,7.722034206768782494e-02,6.563156893892189980e-02,6.418508437498242347e-02,7.096209784184849545e-02,8.200746320293268721e-02,9.266792721151585754e-02,9.943864272748187405e-02,1.016316663148127131e-01,1.021336093067103240e-01
1.787356998512986406e-01,2.453417366796010746e-01,3.152702274863211085e-01,3.752287789714564004e-01,4.130043792819153570e-01,4.210592845170283982e-01,3.987234480188002195e-01,3.522117109865858797e-01,2.924670613528375651e-01,2.316118387990117600e-01,1.792793500882635949e-01,1.401112515046445128e-01,1.132382963710440033e-01,9.379734240195140849e-02,7.577378151516370175e-02,5.498998084388394963e-02,3.106135972748631444e-02,7.599629249954116539e-03,-9.334553955437814576e-03,-1.383166790621826077e-02,-2.693572975631197772e-03,2.308556990541162091e-02,5.849189092594823947e-02,9.621352067514792050e-02,1.291933076928667434e-01,1.529887390687593163e-01,1.670289915081459575e-01,1.743311793661865006e-01,1.798654347567641143e-01,1.882836425092082600e-01,2.019432602986639125e-01,2.199926861102204922e-01,2.388224414596683831e-01,2.536275515236387501e-01,2.604005756033365704e-01,2.575453452825350875e-01,2.465025147315978715e-01,2.312068770410779517e-01,2.166640017252819683e-01,2.072481659742671789e-01,2.053700900227380111e-01,2.109471208765981154e-01,2.217451566413299324e-01,2.343180482578771928e-01,2.450897635358753324e-01,2.511653708417276309e-01,2.506721336130375288e-01,2.426988450388526120e-01,2.270833024204659267e-01,2.043100744269560898e-01,1.756302678846995702e-01,1.432941665878521009e-01,1.106267767071816982e-01,8.167744356142772610e-02,6.035751465153777612e-02,4.926698175765575893e-02,4.865978668643715366e-02,5.606718599690500154e-02,6.692027889498626536e-02,7.613070160544919973e-02,8.015090608538098793e-02,7.873632398308119673e-02,7.562610262874858158e-02
1.583112767649209884e-01,2.277716444877566637e-01,3.003919326265911405e-01,3.622058594943943222e-01,4.007117690354535799e-01,4.085566352109941124e-01,3.856344140277050414e-01,3.388637110101510586e-01,2.797386715413041625e-01,2.205473874453531269e-01,1.706190391156038877e-01,1.339164563545212905e-01,1.087545943105734519e-01,8.960788684651420366e-02,7.018832253506017416e-02,4.653104835759237085e-02,1.887920908842601400e-02,-8.320041089454770222e-03,-2.822697420418850134e-02,-3.443675673363301437e-02,-2.365778151273998861e-02,2.825742375863085458e-03,3.945777258235792090e-02,7.831761566392385354e-02,1.118443944705053705e-01,1.353050972004282426e-01,1.480798326876365256e-01,1.533430168684302985e-01,1.563650581076029555e-01,1.621821322542895127e-01,1.735801148847209707e-01,1.901515107536249638e-01,2.087086953548157875e-01,2.247812608097034259e-01,2.345180410257281800e-01,2.362091955548164812e-01,2.308608729516000158e-01,2.216811826758735282e-01,2.127802881035452953e-01,2.076655053585360899e-01,2.081248495309325763e-01,2.138607500988510268e-01,2.228836876435709990e-01,2.323684048602842334e-01,2.395431852397686134e-01,2.422644083940583004e-01,2.391602864584075339e-01,2.294788897939800398e-01,2.129151593576707469e-01,1.896519492839470467e-01,1.606593589254237675e-01,1.280638684852548614e-01,9.525962528887770009e-02,6.648161373022186404e-02,4.579447688622186735e-02,3.577182136749127578e-02,3.639140123372530677e-02,4.470919400488267831e-02,5.564405299489579709e-02,6.377089931397494915e-02,6.555509360918411466e-02,6.117065895004644011e-02,5.508320396735412461e-02
1.417972331101460259e-01,2.115274295569748719e-01,2.835918833776460701e-01,3.436921551634709027e-01,3.794593824110639169e-01,3.841438962372870636e-01,3.585404807302008390e-01,3.104715274525560176e-01,2.520265853665437650e-01,1.955650221915251896e-01,1.499207599445515626e-01,1.181399464866920435e-01,9.747847634845215048e-02,8.152259734568530203e-02,6.350694658146524563e-02,3.949126478099866666e-02,1.016957757760606450e-02,-1.933406349873681429e-02,-4.152008661664552402e-02,-4.953911040427221024e-02,-3.996329620162963198e-02,-1.422284229025803058e-02,2.181160094759867010e-02,5.987907130417484403e-02,9.216772630517661158e-02,1.138366596933010622e-01,1.242943566179109255e-01,1.268400720543188531e-01,1.269284393029192493e-01,1.298281005768742447e-01,1.386187017832715418e-01,1.532603078569610422e-01,1.709857093788994253e-01,1.877230489311281503e-01,1.998770787080176858e-01,2.057225589327974224e-01,2.058975074989999876e-01,2.029034263413252992e-01,1.999329896332563972e-01,1.995802046879963099e-01,2.029622008638230501e-01,2.095339577228183814e-01,2.175401688886441087e-01,2.247831301394916659e-01,2.293064511715629528e-01,2.297193871269299359e-01,2.251340395178513254e-01,2.149203018750171779e-01,1.985773375964507981e-01,1.759264665901637825e-01,1.475989112152982230e-01,1.155486685058693397e-01,8.320532213679719680e-02,5.497641624755919554e-02,3.509369059628036219e-02,2.615053151568743836e-02,2.792798654185071894e-02,3.711125956827054928e-02,4.821594434932364309e-02,5.556229476220859997e-02,5.564838841763083271e-02,4.899665857073354225e-02,4.063110097580373975e-02
1.282739701897073481e-01,1.962962351582041021e-01,2.653847974522993147e-01,3.212127802784663921e-01,3.518855673675070905e-01,3.515655060181068214e-01,3.221656221425334143e-01,2.725070251688885836e-01,2.152486762422100297e-01,1.627032613016052565e-01,1.230421394416007647e-01,9.821796688592623892e-02,8.426558400772307666e-02,7.374028132936900903e-02,5.926533316010283020e-02,3.678614716649983296e-02,7.299621912849070700e-03,-2.353718627016101669e-02,-4.767495896080280876e-02,-5.785966892392562649e-02,-5.046880289121505325e-02,-2.691596987987735987e-02,6.856496650036529063e-03,4.252048439187594564e-02,7.225321092995723449e-02,9.125531998744002005e-02,9.898888433582790636e-02,9.877989687780006078e-02,9.608093521213204036e-02,9.617672119461394276e-02,1.022570383654161780e-01,1.145475358131717858e-01,1.307029051967983357e-01,1.471458431100068354e-01,1.606940183348852802e-01,1.697796248738500935e-01,1.748190825377475555e-01,1.776997579323411069e-01,1.807267002721284488e-01,1.855564067252246097e-01,1.925754941294095246e-01,2.009167725502283841e-01,2.089848291431868621e-01,2.151434576244203034e-01,2.181949738738889755e-01,2.174519415374490117e-01,2.124652046404666983e-01,2.026848032933180610e-01,1.873768168910990017e-01,1.659699295111103923e-01,1.387335156281596371e-01,1.074363063327544582e-01,7.554376498819719010e-02,4.765439549514412926e-02,2.820915741166402091e-02,1.989117000573712227e-02,2.238080861035721125e-02,3.210311048867540290e-02,4.327309844442113473e-02,5.002095449654361120e-02,4.887413091441075719e-02,4.061343996588586552e-02,3.064669169208485491e-02
1.161131925525082792e-01,1.813132234404774001e-01,2.461712270790475665e-01,2.965669091329546925e-01,3.212997617388301808e-01,3.155957810687215481e-01,2.825381394001658664e-01,2.318977192933171227e-01,1.767806354560811644e-01,1.293019968220713856e-01,9.683595470219663603e-02,8.015242573376760160e-02,7.402577326359591203e-02,6.997170751763773233e-02,5.999261872356174974e-02,3.988062803240458726e-02,1.085618238743404039e-02,-2.099661675518399440e-02,-4.717624548118905248e-02,-6.006956584059588294e-02,-5.581825162186057621e-02,-3.568118654541529294e-02,-5.458585963968366241e-03,2.669469436947520882e-02,5.314931468572604845e-02,6.925922162657176251e-02,7.452686366615673963e-02,7.216934646768932704e-02,6.741604877863886791e-02,6.532104801535065786e-02,6.897691755412929671e-02,7.875824493657250513e-02,9.274000412770626312e-02,1.079458109061962739e-01,1.217872768215979840e-01,1.330620149591198453e-01,1.421519381173211027e-01,1.504604451579704127e-01,1.594606085817898145e-01,1.698537812029513039e-01,1.812206975611206361e-01,1.922618364830269155e-01,2.014203672475899098e-01,2.075087202089380134e-01,2.099967857373338798e-01,2.088376865925684056e-01,2.039874460862698136e-01,1.949680116688202736e-01,1.808223372780705107e-01,1.606060346007192052e-01,1.342480572406680450e-01,1.033507880958018932e-01,7.143282297691815053e-02,4.330536390663616841e-02,2.365389811141149420e-02,1.530761033383399618e-02,1.792409479417931065e-02,2.775753113811215214e-02,3.880226172665557360e-02,4.504210398116369196e-02,4.301744836204587918e-02,3.367971981593278347e-02,2.267043730671104707e-02
1.035166469777598214e-01,1.655806702090876492e-01,2.260804849530881344e-01,2.712600394967671358e-01,2.906987204889644461e-01,2.806667882100223332e-01,2.452907596331843354e-01,1.950880819859366622e-01,1.433875265972756885e-01,1.019224013655050387e-01,7.717354884561511419e-02,6.873874998637834188e-02,7.023310852428404916e-02,7.228051855348913146e-02,6.640113844185414893e-02,4.831623211477296259e-02,1.947405573263743389e-02,-1.367779405817928090e-02,-4.227909491579027318e-02,-5.843056667270643545e-02,-5.804674677313250569e-02,-4.215601004659381978e-02,-1.626789049532444825e-02,1.181699058688819373e-02,3.482039835516560766e-02,4.833149570765161995e-02,5.186762260484569648e-02,4.840369900666161018e-02,4.273580350148070695e-02,3.945324268917504290e-02,4.135187237489355849e-02,4.883807870342711521e-02,6.039676300638335826e-02,7.374517620334851420e-02,8.705622087819242516e-02,9.969136706944289883e-02,1.121811890148612101e-01,1.255750673023179054e-01,1.405687245708674149e-01,1.568839504390332762e-01,1.732048622838214536e-01,1.876667801664820001e-01,1.986059664032448768e-01,2.051537896785866066e-01,2.073561294822930112e-01,2.057658066541342701e-01,2.007551220204261966e-01,1.919713612453250451e-01,1.783124188197527660e-01,1.585425126519862393e-01,1.323168741209609089e-01,1.011123227790285545e-01,6.851514805834958699e-02,3.954731675108286854e-02,1.913586766459636143e-02,1.026640832737119209e-02,1.260390189952911508e-02,2.227608502295658557e-02,3.309854440873276349e-02,3.892610617542001383e-02,3.628683048505812470e-02,2.622990688986258020e-02,1.452354443304528647e-02
8.900944831258325585e-02,1.480935590379474087e-01,2.048677934287940761e-01,2.460337051437456457e-01,2.619199468519285423e-01,2.496717586500943886e-01,2.141757912782599749e-01,1.663591039047587206e-01,1.194622127336525119e-01,8.462808241071907711e-02,6.738813084103585649e-02,6.627308963312418533e-02,7.397043475428892456e-02,8.050376054480395949e-02,7.718486731102924825e-02,5.985574875759465396e-02,3.026853920049882643e-02,-4.799473383274971937e-03,-3.623403733698046802e-02,-5.596884920721104800e-02,-5.977152637923333067e-02,-4.844883581796199240e-02,-2.715522998000076058e-02,-3.226349864037408779e-03,1.652303175225521351e-02,2.798514763115983461e-02,3.068388599324362032e-02,2.726024048084204829e-02,2.192069884597499033e-02,1.860713729117189838e-02,1.965505573995860247e-02,2.539730896618494840e-02,3.470444507688736496e-02,4.604538283979001112e-02,5.847567979026410678e-02,7.207235115091252531e-02,8.765853930522683746e-02,1.060316430496372891e-01,1.271474032269009347e-01,1.497134614124794039e-01,1.714197872719302462e-01,1.896989053234625078e-01,2.026340022523270834e-01,2.095541543067352130e-01,2.110129163062211821e-01,2.081634380009146912e-01,2.018639784191749997e-01,1.920098557550521667e-01,1.775014259211537271e-01,1.569509891149003245e-01,1.298429187951066766e-01,9.757825823440620383e-02,6.380733972860579140e-02,3.372026081374124296e-02,1.242699083346282020e-02,3.017425435314213724e-03,5.131738614660458220e-03,1.475904462790194292e-02,2.553188918570491531e-02,3.116248890496021995e-02,2.813102524525035869e-02,1.752746527355538916e-02,5.185052950523479261e-03
7.175486775247004456e-02,1.280363967852252149e-01,1.819410611566471547e-01,2.206843626909460454e-01,2.352372752826413227e-01,2.233497576240671134e-01,1.902804560764964625e-01,1.469419246397999368e-01,1.061235988879868919e-01,7.816230006779514849e-02,6.762113448267471905e-02,7.214187791434394093e-02,8.381045950018095603e-02,9.244127241845334630e-02,8.950131584042676780e-02,7.121302780872448834e-02,3.974759161516395328e-02,2.184883083436958175e-03,-3.223685578176588989e-02,-5.545703697316998332e-02,-6.325111556453351380e-02,-5.629787066290060232e-02,-3.941375883859894041e-02,-1.942267176395802430e-02,-2.597678828045843664e-03,7.327399768668777132e-03,9.914539598590385583e-03,7.447180196839995117e-03,3.466794575089486921e-03,1.160084774887658841e-03,2.290372240554024771e-03,7.029264975397225140e-03,1.458979519714673559e-02,2.420184228921913941e-02,3.585945986390912110e-02,5.043988550552501449e-02,6.914729517569358219e-02,9.259289344378868192e-02,1.200139568668778384e-01,1.490700564901592806e-01,1.763705404845408165e-01,1.985237040806294151e-01,2.132325406649762944e-01,2.199254624270854386e-01,2.196248539927470045e-01,2.141231703758497140e-01,2.048810732340833884e-01,1.922155929380606199e-01,1.752249691717480407e-01,1.525454689825857801e-01,1.236114185670533355e-01,8.979387928938671604e-02,5.477844719852131838e-02,2.383886375802836410e-02,2.157150551962882992e-03,-7.180965861680224660e-03,-4.647531340922025737e-03,5.545285517240325715e-03,1.680018010987830573e-02,2.264224990169593985e-02,1.945370178561531618e-02,8.315197703731644005e-03,-4.904614892134795574e-03
