-2.138152291709969066e-01,-2.059308943343098885e-01,-2.060758886874353990e-01,-2.137352128589538880e-01,-2.485354860357901485e-01,-2.629747055970855785e-01,-3.020534523968351759e-01,-3.738651350605071144e-01,-3.026387138954980682e-01,-2.372014093114143685e-01,-3.431681149944493803e-01,-3.569230710338380241e-01,-2.608089778296482364e-01,-2.091719745229511651e-01,-1.380603546446241559e-01,-1.103198800195943075e-01,-1.202714737811402673e-01,-5.248513143931633762e-02,-2.254167840762156053e-02,-4.622255181931102935e-02,1.574757453253072641e-03,6.094556672954541676e-02,3.689200986184892200e-02,-3.965000229969504325e-02,-8.556088960830357526e-02,-7.689619535082019286e-02,-4.558090808200263716e-02,-2.338472000331048156e-02,-3.391328205660879697e-02,-2.307068929927965847e-02,2.448437292600812165e-02,1.176509088773693493e-02,-6.809346516219427770e-02,-1.556365064880755877e-01,-1.831528356615227948e-01,-1.441985413174027841e-01,-1.985420306392821355e-01,-3.168747890085881203e-01,-3.239420883136134299e-01,-3.212200634530589238e-01,-3.514908322247802253e-01,-3.266496346053763822e-01,-3.559912885569682106e-01,-4.218503155900174550e-01,-4.112386799301958051e-01,-4.223864984895220331e-01,-4.271579928876744758e-01,-3.664428897111783878e-01,-4.021410153780693442e-01,-4.897455086953555470e-01,-4.787705814825768402e-01,-4.480668562633927099e-01
-3.021857685566220475e-01,-3.475438359953376133e-01,-3.339854996641101748e-01,-3.054237939604727003e-01,-3.367470048829125373e-01,-3.616135319517445601e-01,-3.246863042041637781e-01,-2.956343859480068947e-01,-2.179776651474753246e-01,-1.659399878360442171e-01,-2.820652773152964587e-01,-3.312383008830244724e-01,-2.643941513718866543e-01,-2.789860066330665522e-01,-2.713071607458669710e-01,-2.157117504819614784e-01,-1.887709285541242787e-01,-1.250487225156683702e-01,-8.027242182021541994e-02,-6.948490197944996727e-02,-1.850003793338730884e-02,-7.103130329272494721e-03,-7.988778326699200183e-02,-1.300608471105518249e-01,-8.172513136289136226e-02,-1.249149013550162300e-02,3.730713525588842065e-03,-4.230481142051701476e-03,-5.077620627600182984e-02,-8.078740324610561574e-02,-2.716837886765800444e-02,-3.566168198668036651e-03,-3.801129379505742423e-02,-8.039135585175161136e-02,-1.236751029019008546e-01,-1.224649454050517339e-01,-1.570556015120866400e-01,-2.551508604390231305e-01,-2.750504456802220776e-01,-2.558974617879062885e-01,-2.617111169497596812e-01,-2.585841892886833748e-01,-3.022115187251877555e-01,-3.520501623025069082e-01,-3.429197479980696794e-01,-3.638850517392609452e-01,-3.734143938506279126e-01,-3.121523729063093167e-01,-3.601487878871933446e-01,-5.018807913231730922e-01,-4.885153913881203347e-01,-3.850799987449292083e-01
-2.090986919769546870e-01,-2.398334240345421919e-01,-2.333798610883797975e-01,-1.897443495001846225e-01,-2.371335184755027636e-01,-2.994260794650073221e-01,-2.441243325059102853e-01,-2.251934019974745904e-01,-2.137730000570074451e-01,-1.181742420468338411e-01,-1.407252877398655067e-01,-2.158516223294169589e-01,-2.200322670145458959e-01,-2.509727871143364042e-01,-2.090499726990795171e-01,-1.160239464018582439e-01,-1.062775406316445737e-01,-8.510859111472482419e-02,-5.905500892150909037e-02,-6.699211260028738180e-02,-6.079597347920829425e-02,-7.255703048837555680e-02,-1.047525254320315485e-01,-1.376224123326834359e-01,-1.310654023806736013e-01,-6.800652428830754326e-02,-4.015122149932928014e-02,-5.721499687636776021e-02,-6.803551541615375509e-02,-4.308554982086149759e-02,1.583302040415601047e-02,2.990178293424446132e-02,2.237290861449717574e-02,1.573674107509286102e-02,-5.937225874533237635e-02,-1.314814677531761233e-01,-1.690715723725470798e-01,-2.328669151126782910e-01,-2.680675041443463802e-01,-2.457216626459261533e-01,-2.062163334243232726e-01,-2.076229164297415941e-01,-2.886766782772490214e-01,-3.591483182619826242e-01,-3.476786899545509235e-01,-3.183175031016753365e-01,-3.042409262758600241e-01,-2.744195249295302563e-01,-2.992425015609053718e-01,-4.189596804115919282e-01,-4.536698464992980906e-01,-3.773816927503858554e-01
-1.960945590644390391e-01,-2.317915777114685771e-01,-2.509083848090958857e-01,-1.916533180166381523e-01,-1.969102404270304529e-01,-2.374723962318228965e-01,-1.973758525505673045e-01,-2.603117676787501944e-01,-3.399305447752051235e-01,-2.070174884835936091e-01,-1.275215700018187404e-01,-1.980341715505477551e-01,-2.408733985000598432e-01,-2.324371541475306058e-01,-1.256775634304878597e-01,-4.417600112198496326e-02,-7.540553971158546476e-02,-5.662889202462451782e-02,-4.657322706014616065e-02,-9.027457589088694334e-02,-1.013952036432988757e-01,-1.182304186585460271e-01,-1.119705674576608051e-01,-1.128884469600167362e-01,-1.550808883659927917e-01,-1.095363241439648444e-01,-3.989819721875731418e-02,-5.943648295577187018e-02,-7.131697132470921074e-02,-1.875918389890496654e-02,2.276974356177004222e-02,-2.642914958738711798e-03,-2.250163948910210987e-02,-1.203625313042077857e-02,-5.183743356887059867e-02,-1.067851845822344048e-01,-1.376587950602707056e-01,-1.910188687091544657e-01,-2.567175495335384805e-01,-2.760380965501326167e-01,-2.281867287854175419e-01,-2.054974492195802138e-01,-2.800385237521814674e-01,-3.738292316258035597e-01,-3.746912307698202493e-01,-2.629902147593567996e-01,-1.946960445159520159e-01,-2.500915235117280311e-01,-2.982992122924019163e-01,-3.173802527973955678e-01,-3.116877716591530678e-01,-2.663296935945789201e-01
-2.092084230264929234e-01,-2.036439408162380449e-01,-2.234650331543753254e-01,-2.056179209705613631e-01,-1.980412733824238047e-01,-2.029535047982089224e-01,-1.692746256716617104e-01,-2.469850739958387720e-01,-3.476029849937560257e-01,-2.440479079874164070e-01,-1.385913415233627211e-01,-1.517364906719959050e-01,-1.891154772381690163e-01,-2.121251327522244712e-01,-1.446387850395011998e-01,-1.070382428641578343e-01,-1.307169094401233467e-01,-7.211250876181342362e-02,-7.909500021781408485e-02,-1.190994425874643270e-01,-4.265036761682940852e-02,-3.152841480343145791e-02,-7.035600424853621915e-02,-6.804380575079214954e-02,-1.019555391496807378e-01,-8.171060911395380821e-02,-1.828840684015902579e-02,-4.348883266091389116e-02,-7.174499018141829165e-02,-3.907362644149593722e-02,-4.166543507018453940e-02,-1.017639118335129794e-01,-1.294124049809228238e-01,-1.117222309327041280e-01,-1.028578908251702312e-01,-1.133112881140766331e-01,-1.527771477670837597e-01,-1.979304768842377327e-01,-2.288184771913552018e-01,-2.582035950393304913e-01,-2.470533454231611248e-01,-2.120714989832623021e-01,-2.149498419778270719e-01,-2.756066985255108959e-01,-3.334159502770055461e-01,-2.530289875687233292e-01,-1.651941353992798511e-01,-2.529785534699104388e-01,-3.183322102152854050e-01,-2.701396639086553475e-01,-2.329618117842815195e-01,-2.108872287211571439e-01
-1.977797161786704616e-01,-1.572946508880836425e-01,-1.561412365402817803e-01,-1.634996090795096113e-01,-1.589762821179531993e-01,-1.723542760854963607e-01,-1.751072493213199355e-01,-2.144640097602425466e-01,-2.446469244933668907e-01,-1.644667968991626317e-01,-8.856611016807511283e-02,-6.253109390113678612e-02,-9.543856098971854884e-02,-1.850832251264241668e-01,-1.720499897931959399e-01,-1.268470401694806182e-01,-1.184068613497069322e-01,-5.599079543317057872e-02,-8.643859275845088008e-02,-1.409697207515193673e-01,-3.613453831745674916e-02,9.121846404462416111e-03,-4.413390845376702343e-02,-4.342697962297027009e-02,-5.027603490879442583e-02,-6.464673528038976380e-02,-5.830341166479904857e-02,-6.667906324768524406e-02,-3.890731091504943950e-02,7.695593972662328856e-03,-3.851714887949270194e-02,-1.332875343713492977e-01,-1.490636977550540143e-01,-1.175742585598424927e-01,-1.038166533658204382e-01,-1.201603385036012772e-01,-1.923676233148533532e-01,-2.364879621376909380e-01,-2.114433022436586762e-01,-2.128338400138237996e-01,-2.252357023848704787e-01,-2.142348472339700438e-01,-1.960507922901606193e-01,-1.875726478479267656e-01,-2.160776574286546736e-01,-2.034923214115805234e-01,-1.798314595952319461e-01,-2.486975218255325915e-01,-2.715468113714931131e-01,-2.205011214633392780e-01,-2.280126360728074175e-01,-2.530214918926176337e-01
-2.431839694077713443e-01,-2.735192423827001451e-01,-2.734240864474791755e-01,-2.301267781553043013e-01,-1.983186980551947809e-01,-2.272729702044481714e-01,-2.476219004523043943e-01,-2.407773691461279619e-01,-1.946177316648777245e-01,-9.977639133483542921e-02,-4.713367139891114915e-02,-3.654407945576962358e-02,-9.341806004460348478e-02,-2.111739555038424365e-01,-2.003453341545392841e-01,-1.444778158616442099e-01,-1.853548272511556516e-01,-1.715453260482159570e-01,-1.257535931687902564e-01,-1.333315543926062718e-01,-1.065325595408417175e-01,-7.465885431926827520e-02,-8.612294620869945239e-02,-8.679224210999220146e-02,-6.448557926963555120e-02,-5.256080750493512255e-02,-6.117707361961901430e-02,-5.095679300509296794e-02,1.518814755527500429e-03,3.545376748946580531e-02,-3.580717547528421141e-02,-1.418071807615481350e-01,-1.200048422855290869e-01,-3.150164012922136714e-02,-5.838376619984765072e-03,-4.130181123610428273e-02,-1.323916071619365975e-01,-1.937237067519036460e-01,-1.873856410120373628e-01,-2.072154548500100002e-01,-2.278996722287257581e-01,-2.448763212544053658e-01,-2.770500550465161416e-01,-2.280982900065498531e-01,-1.441325951180192910e-01,-1.482172883678721798e-01,-2.298048082030273997e-01,-2.924530059689235406e-01,-2.631256394447164526e-01,-2.263852186102534303e-01,-2.454627362407302837e-01,-2.626516712248674335e-01
-1.962229591381846883e-01,-2.644819362291532250e-01,-2.644488957397088114e-01,-1.858733804125386468e-01,-1.733719873474693918e-01,-2.142057611516269555e-01,-1.872511880725180877e-01,-1.543765030495531376e-01,-1.543330867790324301e-01,-1.245760906220298447e-01,-8.221791856908323981e-02,-4.872454601636663080e-02,-9.543735317835796983e-02,-2.042818468760480566e-01,-1.899571034948849546e-01,-1.508103642939626343e-01,-2.477767328224564358e-01,-2.723693806220842117e-01,-1.413621183730209285e-01,-7.358075917350220818e-02,-9.642280729421588703e-02,-8.183453504224044717e-02,-8.096221486967548897e-02,-1.155504776803151223e-01,-7.082928298221585761e-02,-7.102166435824234375e-03,9.526993603250976609e-04,1.987635422817004768e-02,2.702338591282504518e-02,9.036925317026220719e-03,-3.970418726030502249e-02,-1.252898968348162001e-01,-9.583902568681211542e-02,2.131444354070341149e-02,3.979383671725070237e-02,-1.370343087942602588e-02,-7.937700265434163849e-02,-1.273170512411694044e-01,-1.451861705612294828e-01,-1.832471328050419290e-01,-2.004034230621830892e-01,-2.111345809622416081e-01,-2.607325948199774590e-01,-2.385125612813434326e-01,-1.730161586776148563e-01,-2.160510090872094502e-01,-3.125609967175735915e-01,-3.210926664078318504e-01,-2.727302641332399191e-01,-2.785487624439165200e-01,-2.942905175531704831e-01,-2.811102101832243516e-01
-1.381018233629344727e-01,-1.966551333810490354e-01,-1.962118312683464039e-01,-1.153664847268685151e-01,-1.236929059081416371e-01,-1.619258863060852593e-01,-9.311333877677857584e-02,-5.163622897329132877e-02,-1.173983760249939917e-01,-1.756827428470760788e-01,-1.399131562209753876e-01,-4.654057608767846882e-02,-5.138260655153892298e-02,-1.371787726224917570e-01,-1.371992928384188626e-01,-1.219852492057899029e-01,-1.738727901064423820e-01,-1.716930992192036431e-01,-1.035289534894447694e-01,-9.446576153905400508e-02,-1.155960414315175128e-01,-7.356160442412075506e-02,-6.721954818894201877e-02,-9.389351364786371890e-02,-1.607862938504553418e-02,3.355199765207181328e-02,6.932158262493296093e-03,2.979636247019090342e-02,8.749472667882018245e-03,-3.226416881030426398e-02,-3.060971979960552813e-02,-8.991864049194812913e-02,-7.649743661206541423e-02,3.065734074990238145e-02,1.262101692905577034e-02,-5.873428401467725019e-02,-8.453862573029685690e-02,-1.139615451817705682e-01,-1.224770076768669919e-01,-1.120978766849832498e-01,-1.060949537163520390e-01,-1.231425111543814621e-01,-1.692971706710489355e-01,-1.965939159154623805e-01,-2.251338377230408250e-01,-2.677017242547791720e-01,-2.579986734950473481e-01,-2.079961195486109415e-01,-1.907498557491290048e-01,-2.142392722105881941e-01,-2.228926664851702266e-01,-2.214567875837424038e-01
-1.542735428785574903e-01,-1.891345732953594871e-01,-2.011066045506443856e-01,-1.274097802130197410e-01,-1.058926638546405369e-01,-1.303461045029912502e-01,-9.177710988416480642e-02,-5.274615591514761337e-02,-7.100224323391997328e-02,-1.159577510591688898e-01,-1.010556025850939538e-01,-2.609531117082830240e-02,-4.512102560807335072e-02,-1.091462540405455234e-01,-1.075527496876801103e-01,-1.281033061769164261e-01,-1.336114930191125982e-01,-8.588171454980106367e-02,-1.005769037837292712e-01,-1.548586159875475488e-01,-1.472482511763776869e-01,-8.543960936060424061e-02,-5.344113538434386301e-02,-2.207196156510276078e-02,6.353932969320698343e-02,5.027785418829510550e-02,-2.668976051554584547e-02,-5.315992443509359733e-03,-2.179441748307939589e-02,-6.421761595515480814e-02,-5.301447346818288775e-02,-1.052203652455951099e-01,-9.204885139473698019e-02,1.102767821551182796e-02,-1.202676051178971743e-02,-5.974381697474390185e-02,-5.324336377123800590e-02,-9.422100647473520552e-02,-1.104000297993627672e-01,-6.288217821190313084e-02,-4.331708542944978646e-02,-9.058497486354383232e-02,-1.684747832846655857e-01,-2.319678719765671249e-01,-2.735598678331940814e-01,-2.509601624031649325e-01,-1.796490360853979784e-01,-1.840740902265636525e-01,-2.246741327856005555e-01,-1.835178837674648900e-01,-1.380856059354014786e-01,-1.625497920499330562e-01
