-3.310870739647201688e+00,-3.369300303530999408e+00,-2.927528435943082652e+00,-2.821101384217580055e+00,-2.943158216828371643e+00,-2.861154432714406060e+00,-2.616332570147455350e+00,-2.480599092513511739e+00,-2.431266997649394135e+00,-2.297379211217140949e+00,-2.105236609447896701e+00,-1.946551068751795288e+00,-1.743539589339576201e+00,-1.394206330580598729e+00,-9.576913294605553517e-01,-5.259713388695170799e-01,-9.339037268165259476e-02,3.348503786291894824e-01,6.879308239945889358e-01,9.584942011346954116e-01,1.214357158773768930e+00,1.452363599189418153e+00,1.614570416573923861e+00,1.737802635337671209e+00,1.901739512625999051e+00,2.069037637060346491e+00,2.166535842259325051e+00,2.250792237737325951e+00,2.394140295360096982e+00,2.513076135025476443e+00,2.519003761824039955e+00,2.499762746456692941e+00,2.534582054399621587e+00,2.513642478160190930e+00,2.375155875399793004e+00,2.281002704585806118e+00,2.293386543342531336e+00,2.192791065767960568e+00,1.943441830193922248e+00,1.919057758892853682e+00,2.162286564021635549e+00
-3.358716653270049424e+00,-3.208340544271009787e+00,-2.622083826390622541e+00,-2.575076318000386610e+00,-2.788196939774933991e+00,-2.679056216559073889e+00,-2.374512975100806056e+00,-2.248049274066826086e+00,-2.217496086257236154e+00,-2.049880390274484210e+00,-1.837741472233756390e+00,-1.729633042900094120e+00,-1.589870309562724016e+00,-1.263260068960670335e+00,-8.452586274907174513e-01,-4.556908649636730591e-01,-5.532787347479945633e-02,3.550430904901724638e-01,6.599405520260739344e-01,8.604286155505304068e-01,1.089444030799983754e+00,1.347542259123938102e+00,1.509416167133813547e+00,1.587946706666785612e+00,1.700480934576724223e+00,1.823730275929394518e+00,1.876408491470219930e+00,1.944901692581187946e+00,2.123434217237842869e+00,2.277641481850448013e+00,2.277026774255231700e+00,2.257609002567243728e+00,2.332448618889378267e+00,2.321694005088084545e+00,2.126350315235536304e+00,2.008288688094103769e+00,2.086329321877596232e+00,2.013953219173197695e+00,1.673042441840830508e+00,1.610152596080068665e+00,2.034128751909893840e+00
-2.870977504744890219e+00,-2.574737142268613610e+00,-2.021218180016577382e+00,-2.085863957519397793e+00,-2.338811771099576831e+00,-2.192888477824982196e+00,-1.886608133703990164e+00,-1.817480814571604153e+00,-1.818098803303575872e+00,-1.634041719211061006e+00,-1.435902795245832975e+00,-1.400942310338589625e+00,-1.333095117434396348e+00,-1.053596495659580468e+00,-7.036680111562787499e-01,-4.078029933132054641e-01,-7.192766506722335362e-02,3.083411114699066702e-01,5.606270416578168492e-01,6.786536741898175906e-01,8.549489758684510887e-01,1.110909158452328960e+00,1.276940295496461708e+00,1.339572358468299251e+00,1.428837428929362385e+00,1.519264470623340246e+00,1.522288367800864961e+00,1.555918286672482553e+00,1.736979261104338867e+00,1.887776808587462662e+00,1.843815035239327438e+00,1.794551867847119286e+00,1.899115094888955024e+00,1.911038977916156067e+00,1.660519087892795564e+00,1.477582787471227510e+00,1.580645767382447220e+00,1.565995550169214434e+00,1.184427407615859629e+00,1.010901930734934506e+00,1.428190341870158475e+00
-2.701472588736747227e+00,-2.480878773457479980e+00,-2.056617175575952583e+00,-2.164707755316154447e+00,-2.361754381709727735e+00,-2.172051965853518229e+00,-1.901812094721915702e+00,-1.885035993438598956e+00,-1.877211154135725923e+00,-1.653106030259980042e+00,-1.451269054639406919e+00,-1.438969520007018055e+00,-1.371494699850878130e+00,-1.086124695758595049e+00,-7.715287814040602266e-01,-5.282022093759349834e-01,-1.940902688438102819e-01,2.347842679316259062e-01,5.212053690420180851e-01,6.351507671536595900e-01,8.067623165362187709e-01,1.079451888561028028e+00,1.269153936073443845e+00,1.361161878130952685e+00,1.497022627796961158e+00,1.631201102420623439e+00,1.644127666270674748e+00,1.666242015049686387e+00,1.843248663702607093e+00,1.982640483834314127e+00,1.896919239793054324e+00,1.814148215398481145e+00,1.944459270397226103e+00,2.003460139334119372e+00,1.736210140868380547e+00,1.481042038879991862e+00,1.558692774365661560e+00,1.601795329312123206e+00,1.262411553722187607e+00,1.018865351360617844e+00,1.303138448824311180e+00
-2.770712705395557585e+00,-2.666126146305405342e+00,-2.291797832850133609e+00,-2.327775768908168619e+00,-2.431758610195195569e+00,-2.241175021688852187e+00,-2.030494635948079551e+00,-2.025079124537430442e+00,-1.962076332959710845e+00,-1.691617256527629287e+00,-1.485556062438597280e+00,-1.464809467547039112e+00,-1.361785111968999873e+00,-1.062924490376950137e+00,-7.916086585605207615e-01,-6.037673931384601733e-01,-2.780592924917396624e-01,1.838853779595888138e-01,5.016654483857513336e-01,6.317450483420657958e-01,8.159020316889121771e-01,1.093495051574010279e+00,1.272938280114348286e+00,1.363174152975266562e+00,1.535041016479695486e+00,1.725059646514516487e+00,1.764952104549495360e+00,1.773832123407364403e+00,1.932693506291086383e+00,2.068533427510006018e+00,1.973170172026468272e+00,1.868341528736768620e+00,2.002018113699046253e+00,2.109490641884616657e+00,1.884426409496803290e+00,1.608352283451440989e+00,1.637525385624561070e+00,1.694748353850461520e+00,1.437249177958431989e+00,1.236991588718362678e+00,1.455247185565739176e+00
-2.683500948743654302e+00,-2.565325697166275010e+00,-2.132728750302775200e+00,-2.076404956263279811e+00,-2.156838718681123535e+00,-2.037269761851712602e+00,-1.884746971618464828e+00,-1.846530758447672227e+00,-1.721330936575967030e+00,-1.445082254932891885e+00,-1.268531539126779739e+00,-1.246601573155386777e+00,-1.121866337099689526e+00,-8.415641257317990620e-01,-6.379981014400907258e-01,-5.229237955792972459e-01,-2.530938534259516981e-01,1.573052681373805772e-01,4.295672461540384068e-01,5.407815751407463178e-01,7.284819919274599931e-01,9.965721950353643166e-01,1.134319050882586888e+00,1.177058420053069598e+00,1.335141231208033075e+00,1.544889048179704627e+00,1.594754244229531270e+00,1.575637577214169305e+00,1.699005110842644051e+00,1.836375899429116165e+00,1.762061228367810317e+00,1.640773425751518522e+00,1.727104730547073475e+00,1.834273480170313997e+00,1.678341687537565630e+00,1.452894485906817357e+00,1.447408632792537286e+00,1.450633171464589477e+00,1.216444267444062532e+00,1.095141625140969577e+00,1.361210472100427005e+00
-2.478895384011375214e+00,-2.304078288647313677e+00,-1.833933825217390901e+00,-1.766267306619770716e+00,-1.902719055668562920e+00,-1.867056267147260362e+00,-1.729485526951139329e+00,-1.634690648489202536e+00,-1.482985770079926269e+00,-1.254009692512352059e+00,-1.126825566165599257e+00,-1.101705219023737081e+00,-9.629120286397372386e-01,-7.032808470169567006e-01,-5.320607846941826091e-01,-4.362261239821402792e-01,-2.015872477235601812e-01,1.365719978114870170e-01,3.388892995332772329e-01,4.271782179316853112e-01,6.281677959805191946e-01,9.058744475201687685e-01,1.031746187192706055e+00,1.051460417112547452e+00,1.197219400263640487e+00,1.419400821219029885e+00,1.488597598332800809e+00,1.459570815838566293e+00,1.549852098338751372e+00,1.683018300755912078e+00,1.638947409839571101e+00,1.508817924682027023e+00,1.514868461076658734e+00,1.560556041948831796e+00,1.447561986239183085e+00,1.305629082330343804e+00,1.300864451719822679e+00,1.223908036399352417e+00,9.340411893416205036e-01,8.235225827314037739e-01,1.125269947496127854e+00
-2.377774477093324013e+00,-2.226320030793929483e+00,-1.798392775084969530e+00,-1.766434009783826253e+00,-1.938668890413571821e+00,-1.914370182365545237e+00,-1.736263218100811745e+00,-1.596629332491503073e+00,-1.467369594776680275e+00,-1.305600329182542652e+00,-1.205445902450002160e+00,-1.155174695761667980e+00,-1.000288481599266088e+00,-7.462109591627509309e-01,-5.545030872780272180e-01,-4.126634128391297174e-01,-1.674637980082408772e-01,1.303336732211281546e-01,2.952881179038778781e-01,3.813820557993797267e-01,5.939963216775122623e-01,8.844183585139507864e-01,1.035374067999570435e+00,1.082627219354682424e+00,1.238670433310148367e+00,1.470857894894443074e+00,1.570892514492822079e+00,1.563678429732538122e+00,1.635578871603114548e+00,1.747450852956158762e+00,1.722393089244028008e+00,1.609046291826492503e+00,1.568440814707759534e+00,1.545079368249117513e+00,1.430363331512271241e+00,1.346244601730225421e+00,1.370562123331721782e+00,1.266612847845475009e+00,9.425326733970178505e-01,8.088983632479176400e-01,1.076959445912447189e+00
-2.329187900293185898e+00,-2.232182275699952090e+00,-1.851892870287182191e+00,-1.818349350392021835e+00,-1.952136102551089492e+00,-1.874318423215870499e+00,-1.650005054432226670e+00,-1.509813432699802505e+00,-1.433652619881830459e+00,-1.318920515900473989e+00,-1.207880097127740138e+00,-1.123979197594173307e+00,-9.697684654531628645e-01,-7.307045164163020745e-01,-5.195799984555646844e-01,-3.474715241310354918e-01,-1.165375756775871019e-01,1.384735263470724398e-01,2.864058620081819662e-01,3.724747207787683090e-01,5.595530878360320814e-01,8.196602368103719227e-01,9.852051663232666012e-01,1.068016107074282406e+00,1.218234796725934155e+00,1.415926514080880771e+00,1.514947872683277685e+00,1.533953931157908235e+00,1.598961105075292544e+00,1.674161038076551700e+00,1.646523845339097347e+00,1.572784902530209861e+00,1.552968566849998844e+00,1.506272615722015651e+00,1.364336640418252200e+00,1.279578687809127313e+00,1.323975712586974440e+00,1.260074843990869109e+00,9.920396718118579260e-01,8.868329830701102701e-01,1.122076608154454425e+00
-2.189040115334460967e+00,-2.093670961506655992e+00,-1.723570594308105441e+00,-1.664079652814413945e+00,-1.751020259976677540e+00,-1.640215669688776412e+00,-1.418042999222127509e+00,-1.317779844226656394e+00,-1.290730240005298901e+00,-1.188128183106857527e+00,-1.048603970413464648e+00,-9.470890702106645742e-01,-8.137961279095438094e-01,-5.972965951760986769e-01,-3.864943621669927887e-01,-2.347859038654202535e-01,-7.146810051539738418e-02,1.238075527537206150e-01,2.695871332619813043e-01,3.638268843244987227e-01,5.062844790277047924e-01,7.050691381548805925e-01,8.646030858113252782e-01,9.731955071147372349e-01,1.100564794999954854e+00,1.229218926895932817e+00,1.290928819869979538e+00,1.324095323165433324e+00,1.394087937145645606e+00,1.437479901655969616e+00,1.388770045202398773e+00,1.340675015556520133e+00,1.362938865771548436e+00,1.328621422859296075e+00,1.160511612904586931e+00,1.035120375846701801e+00,1.063469162224703890e+00,1.039267103808944936e+00,8.472818367138277296e-01,7.874787171264702179e-01,1.010811592166438455e+00
