5.456957263306964467e-04,-7.049637473686036493e-02,-8.265109470967114957e-02,-9.576918841866143006e-02,-1.398530506082953928e-01,-1.506971973190011915e-01,-2.026934016344457135e-01,-3.273987800073505650e-01,-3.062696203379984827e-01,-8.015876700028867763e-02,6.139521974085410810e-02,-7.522973867823617294e-03,-7.856322315031587233e-02,-5.036693021850102009e-02,-3.294020180453482299e-02,-6.898797929320182876e-02,-1.166255100535529554e-01,-1.706478333492043864e-01,-2.324246261660934398e-01,-2.951485221173473228e-01,-3.595833179684600478e-01,-4.010720038002066334e-01,-4.043563602397446943e-01,-3.995280172027836918e-01,-3.954020030110525497e-01,-3.742302253517356125e-01,-3.401450946644693496e-01,-2.840749928137895064e-01,-2.026033675585560967e-01,-1.526094909966723145e-01,-1.459565109049963672e-01,-1.253179169384322222e-01,-1.352311671811904370e-01,-2.406623977632027511e-01,-3.061865813771004752e-01,-2.132643430524680250e-01,-1.182139361831796021e-01,-1.598350545894350605e-01,-2.168111517351647977e-01,-1.787076272385410280e-01,-9.915242155506519273e-02,-9.569227493157361764e-03,1.042804278330926038e-01,1.940159267289987555e-01,2.017576276024607984e-01,1.270903076682083077e-01,2.547754865785225101e-02,-1.870047624698695232e-02,-2.052662343325804134e-02,-9.129323120519339252e-02
1.599668069151189143e-01,5.954731038346102595e-02,-3.749091297569751707e-02,-1.050487131819220349e-01,-1.605316705711460068e-01,-1.481604250701684111e-01,-1.430764341723711197e-01,-2.341577388060318843e-01,-2.462147675709812078e-01,-4.942600575996129036e-02,1.384839242757568423e-01,1.476224031538772019e-01,1.148198417408182598e-01,1.281741977363596019e-01,9.714492005021858889e-02,2.196396050753933113e-02,-1.304279662350236839e-02,-2.422373388816376899e-02,-5.888058590214031995e-02,-1.019456489855126713e-01,-1.441305615553701847e-01,-1.951629742740420004e-01,-2.389994723135144272e-01,-2.551037797599318147e-01,-2.465534135637231505e-01,-2.351259753612311987e-01,-2.268131270206370786e-01,-1.787454466243016682e-01,-7.983739304441253570e-02,-2.134541454161184570e-02,-4.963544846278825085e-02,-8.542907329558374618e-02,-1.144937896479664985e-01,-2.048476088765933956e-01,-2.862143937477248934e-01,-2.452256643404708003e-01,-1.696339547484928267e-01,-1.717474277939863569e-01,-1.696181250643526428e-01,-8.985737798548934507e-02,-8.251297245941358743e-03,3.234523465954418364e-02,7.429061772606256053e-02,1.177572534456646502e-01,1.193641346457918750e-01,6.056826568938360189e-02,-1.573040036040193948e-02,-1.943137105403051207e-02,3.251405817971114720e-02,-8.817664229597744693e-03
1.890707071729862687e-01,6.189126344022274212e-02,-9.282026244730322284e-02,-1.591231845339384221e-01,-1.777829519200765096e-01,-1.513791068315049615e-01,-1.176493718613204065e-01,-1.484243487479455781e-01,-1.457316834956898510e-01,6.904835890927862527e-03,1.832702622341032539e-01,2.369708709763834187e-01,2.265996188547817203e-01,2.081143368048893050e-01,1.430007569854756522e-01,7.172222599108586671e-02,6.542824462298779675e-02,8.127498690860164576e-02,6.517618720748369343e-02,3.376021353859725432e-02,-1.534396743203772853e-02,-9.733571777345871590e-02,-1.688595820168576345e-01,-1.837825508884183279e-01,-1.605226917062877734e-01,-1.491043158883104958e-01,-1.636754573055497208e-01,-1.500193133266476408e-01,-6.573672165277520685e-02,1.554831630059789159e-02,4.468056559597456678e-03,-5.971478782074095271e-02,-1.162796847418802876e-01,-1.885975530164945013e-01,-2.603227717247788009e-01,-2.579883790230527163e-01,-2.003859787758534294e-01,-1.525274570009098607e-01,-1.017531557772884676e-01,-4.131455089493248078e-02,-2.203696521362577890e-02,-4.656182739290030959e-02,-6.931768069110094688e-02,-7.196873654383627306e-02,-5.260923790331992894e-02,-2.875204090917892266e-02,-1.874083599774210851e-02,2.991602501021706217e-02,1.218671512722668548e-01,1.039772454074219948e-01
2.186782798709004383e-01,1.118689485236325082e-01,-4.763988802563263320e-02,-8.332105900916519925e-02,-7.384783468242628324e-02,-7.869073456941723388e-02,-6.230623615598333831e-02,-3.717977930840050266e-02,-8.715726442786085604e-03,6.222636075046512893e-02,1.451957259192216410e-01,1.749840339515048027e-01,1.585701654900930346e-01,1.234923946209720291e-01,8.134374421551050782e-02,6.434252745915527982e-02,7.366539262452144465e-02,6.219581383353525728e-02,2.542362934692948481e-02,-1.608002938501418982e-02,-8.721480453400527744e-02,-1.853230618204336766e-01,-2.438276328716776908e-01,-2.411529630676607638e-01,-2.206926211538157989e-01,-2.092425353681796885e-01,-2.086542402378371019e-01,-2.045066222410256429e-01,-1.637927780686879720e-01,-9.949670964840963416e-02,-7.176200048698296030e-02,-8.272344101243978010e-02,-9.256654809189616973e-02,-1.188852982870225589e-01,-1.832697751851832257e-01,-2.309497082278717250e-01,-2.070467409045029794e-01,-1.346565470672620446e-01,-8.049061888105524254e-02,-8.512743063553365741e-02,-1.133385665390436586e-01,-1.021628961171410499e-01,-6.973221271646320996e-02,-6.517589031650422582e-02,-5.548197003433496394e-02,-1.572414932486690745e-02,1.068038664536493342e-02,5.074208262051755486e-02,1.372755423855741286e-01,1.281157090480926353e-01
3.025500510244930608e-01,2.275157184355997286e-01,8.453534644539617560e-02,6.388329918573944222e-02,7.548316276270754244e-02,4.786196783821015238e-02,6.380626976385796179e-02,1.308420558376755527e-01,1.547644677842437977e-01,1.235208541106526253e-01,1.036746418748761417e-01,1.132602583745740410e-01,1.168293123906964937e-01,1.029601125640575293e-01,9.908315480036812561e-02,1.045919374951233272e-01,7.007952947059406523e-02,-8.802185714292859800e-03,-6.621051479942156870e-02,-9.199706919236688707e-02,-1.474794972135857196e-01,-2.262434191121444060e-01,-2.677572490971458774e-01,-2.845623304760383498e-01,-3.090257255025697369e-01,-3.019193344228316422e-01,-2.459215942289023349e-01,-1.996180440026534553e-01,-1.858469578012400814e-01,-1.611670590397391301e-01,-1.044397656535361596e-01,-3.328675183142075500e-02,2.388598774612663359e-02,2.043908632938137501e-02,-6.718254562896332216e-02,-1.706439508596877541e-01,-1.832727096410057543e-01,-1.045155334741279807e-01,-5.906155380047225373e-02,-1.131366068110881001e-01,-1.509045271627298124e-01,-6.170945550486060110e-02,5.619493968612679358e-02,6.871098902045517931e-02,2.436860415610244204e-02,1.593720386555012251e-03,-2.462564772169288305e-02,-2.660055310611642021e-02,4.217477773588684808e-02,5.242268719395321019e-02
2.964376063824433194e-01,2.406775253534705061e-01,1.531727215771252482e-01,1.460849830009089134e-01,1.326362246259009114e-01,9.213924949229707062e-02,1.219801333397759896e-01,2.068015012641162276e-01,2.236354692565711288e-01,1.605588508857055119e-01,1.230593403043559741e-01,1.516536058595014391e-01,1.874596048596407494e-01,1.990645620013338224e-01,2.081575499817546471e-01,1.914745087096821896e-01,9.735725410694504034e-02,-3.218005578159421898e-02,-1.018039684346781909e-01,-1.150620788932460725e-01,-1.401674565406240136e-01,-1.782765107285407546e-01,-2.086433204039551126e-01,-2.665356500749856417e-01,-3.490582168751072412e-01,-3.672390646714867035e-01,-2.886787771259510249e-01,-2.009047930332666099e-01,-1.695005560300668068e-01,-1.470775926921339960e-01,-6.982652326629947004e-02,3.861646682090360411e-02,1.002830459655387613e-01,7.004816964708253380e-02,-3.481755879332417564e-02,-1.409276122262446695e-01,-1.499404146727550124e-01,-5.244792873506490261e-02,1.301527482041641738e-02,-4.444290252907682343e-02,-9.514253543279387049e-02,-1.024335199443752488e-02,9.850672575872281012e-02,9.132859359374577435e-02,2.874831914359177176e-02,-1.148523860093457992e-02,-5.675013258680960959e-02,-7.395352348710854118e-02,-1.374162545075952729e-02,1.444735364916795335e-02
1.965424934296784165e-01,1.716765100140772993e-01,1.804307984598081394e-01,1.888436800553119632e-01,1.190151610239583296e-01,4.659697303696868492e-02,7.228220790906343673e-02,1.484662871063272827e-01,1.800215820535733813e-01,1.699611691075329500e-01,1.759816626697202901e-01,2.049647874725261110e-01,2.205929441569678962e-01,2.185202862192600626e-01,2.181888379605012862e-01,1.955150185154779230e-01,1.158130363791538414e-01,1.299326859243509109e-02,-5.919335578671326703e-02,-1.047168731086399601e-01,-1.365740519537815834e-01,-1.401693234749817607e-01,-1.387119988794230929e-01,-1.887857327183619094e-01,-2.819265209999443633e-01,-3.384081209490376052e-01,-3.087332945326808908e-01,-2.304305517521446356e-01,-1.693119825871296225e-01,-1.221915923010535726e-01,-3.696521868378527254e-02,6.230821821824994444e-02,8.452882538097705734e-02,1.713701322727783152e-02,-7.187360751853294483e-02,-1.343818177681664061e-01,-1.246290895408887905e-01,-1.908442382450596317e-02,7.283956209444537866e-02,3.669989724478922577e-02,-3.104291439571358821e-02,2.165046105906975361e-03,6.233540314397444798e-02,5.608401972018878245e-02,4.442887259423221324e-02,5.276471938723992228e-02,2.422191637813101914e-02,1.524586665298412799e-03,3.730066612659394681e-02,4.561031663765859057e-02
1.612942243690536070e-01,1.586423525584735594e-01,2.184077493641445877e-01,2.140274410399354565e-01,9.621206538397643337e-02,1.596239486896080043e-02,4.791756238955321989e-02,1.078592491978141721e-01,1.464176313643561489e-01,1.853486849091199040e-01,2.218729546918750961e-01,2.341965960997899332e-01,2.212350243488334645e-01,1.948071117881594039e-01,1.667750545697708475e-01,1.410986775266784010e-01,1.173932271871728494e-01,9.641070558387494771e-02,6.215713381016864381e-02,-6.765868001417756072e-04,-5.765351117898451921e-02,-6.358488939519628402e-02,-3.955271770245860630e-02,-4.381566190472704209e-02,-9.981338709163230238e-02,-1.753438840733690940e-01,-1.997705931193111961e-01,-1.449580501507198305e-01,-7.898984523686111703e-02,-4.260178589233039326e-02,2.733798829022587862e-02,1.310243785049161613e-01,1.579429142705769951e-01,9.206687486541366428e-02,2.023607188305178578e-02,-3.837986737565374923e-02,-7.154812701154530941e-02,-1.759193467632688690e-02,5.818314979484842664e-02,2.344016565613720945e-02,-5.070811819967951939e-02,-2.293541934283122377e-02,5.034481881370494322e-02,8.496802176551541963e-02,1.263987478505220197e-01,1.614212863255059804e-01,1.242163872635631272e-01,7.952580457968386196e-02,7.854529363943081599e-02,4.222614954562161488e-02
1.941498500133756744e-01,1.687921383263304431e-01,1.949316774252768114e-01,1.660264229051251761e-01,5.920159919501181284e-02,2.266677494645839841e-02,8.244723598838754608e-02,1.354215869608675626e-01,1.672202700751904136e-01,2.161759121202553036e-01,2.696967296536529890e-01,3.161787097045644090e-01,3.503339780748099819e-01,3.335279155467329448e-01,2.550281621370970586e-01,1.680179344667618035e-01,1.247670787369200562e-01,1.333527848543150651e-01,1.602333845293601178e-01,1.538529347655547552e-01,1.020676341708817020e-01,5.158883814378280308e-02,4.603617020966186552e-02,6.623144913386126709e-02,4.785227062493045691e-02,-1.886644575708153540e-02,-4.017377685701738893e-02,3.062024807419599925e-02,8.426401737542422998e-02,6.430756043546319300e-02,9.750825088030860843e-02,2.286299805024085696e-01,3.098794699731675095e-01,2.805186223462625694e-01,2.151260455180230846e-01,1.168310661896297953e-01,7.281220480719096180e-04,-2.001223748244506870e-02,2.196934895926378958e-02,-2.901312710083875021e-02,-1.145564597828078596e-01,-7.475213294823518373e-02,3.136133739506859891e-02,9.601455736881439607e-02,1.528267782114672846e-01,1.840324880733380242e-01,1.288793603758459083e-01,6.927943268348936423e-02,5.261080915959435306e-02,-1.328144452723987318e-02
1.679408922233412704e-01,1.241571811253063123e-01,1.244092443263644654e-01,1.160369569151690344e-01,6.096624607808845409e-02,4.997991507667657457e-02,9.873824300085617955e-02,1.441288133954360950e-01,1.888912975642757230e-01,2.514816391157649322e-01,3.238211277565174462e-01,4.236719658235632013e-01,5.262861373043610236e-01,5.330720204154150155e-01,4.191448805281355883e-01,2.664982124056854973e-01,1.428782818440178237e-01,8.832971763555493017e-02,1.278813894015821961e-01,1.919966434931835164e-01,1.652206051154898048e-01,6.358460215717776087e-02,1.454086049272941897e-02,4.726731994186104957e-02,5.545412551055668715e-02,4.537485011062067884e-03,1.223736773815721664e-02,1.192996975295751716e-01,1.750881583988018464e-01,1.177913519004452764e-01,1.117408620087509546e-01,2.264277039436906058e-01,3.104223079700053067e-01,2.972678600149420425e-01,2.534849539383199346e-01,1.579871254039323936e-01,1.563503152945844646e-02,-2.672992953707522754e-02,2.927127123387646829e-02,2.568356067626082189e-03,-9.039742361460173514e-02,-8.793705910937581194e-02,-2.094749122889120324e-02,2.190161950827236928e-02,8.422779472057506656e-02,1.397579837807484404e-01,9.937149685836621504e-02,3.825329983642871551e-02,2.281855439660537485e-02,-4.446594770551774711e-02
